elev_ft,stor_af
806.0,77572.9
806.1,77713.2
806.2,77853.6
806.3,77994.3
806.4,78135.1
806.5,78276.1
806.6,78417.2
806.7,78558.6
806.8,78700.1
806.9,78841.8
807.0,78983.7
807.1,79125.7
807.2,79267.9
807.3,79410.2
807.4,79552.7
807.5,79695.4
807.6,79838.2
807.7,79981.2
807.8,80124.3
807.9,80267.6
808.0,80411.1
808.1,80554.7
808.2,80698.5
808.3,80842.4
808.4,80986.5
808.5,81130.8
808.6,81275.3
808.7,81420.0
808.8,81564.9
808.9,81710.0
809.0,81855.3
809.1,82000.8
809.2,82146.5
809.3,82292.4
809.4,82438.5
809.5,82584.8
809.6,82731.4
809.7,82878.1
809.8,83025.0
809.9,83172.0
810.0,83319.3
810.1,83466.8
810.2,83614.5
810.3,83762.3
810.4,83910.4
810.5,84058.6
810.6,84207.1
810.7,84355.7
810.8,84504.5
810.9,84653.5
811.0,84802.7
811.1,84952.0
811.2,85101.5
811.3,85251.2
811.4,85401.0
811.5,85551.1
811.6,85701.4
811.7,85851.8
811.8,86002.4
811.9,86153.1
812.0,86304.1
812.1,86455.1
812.2,86606.4
812.3,86757.8
812.4,86909.4
812.5,87061.1
812.6,87213.0
812.7,87365.1
812.8,87517.3
812.9,87669.7
813.0,87822.3
813.1,87975.0
813.2,88127.9
813.3,88280.9
813.4,88434.2
813.5,88587.6
813.6,88741.2
813.7,88894.9
813.8,89048.8
813.9,89202.9
814.0,89357.1
814.1,89511.5
814.2,89666.0
814.3,89820.7
814.4,89975.6
814.5,90130.6
814.6,90285.8
814.7,90441.1
814.8,90596.6
814.9,90752.3
815.0,90908.1
815.1,91064.2
815.2,91220.4
815.3,91376.7
815.4,91533.3
815.5,91690.0
815.6,91846.8
815.7,92003.9
815.8,92161.1
815.9,92318.5
816.0,92476.0
816.1,92633.7
816.2,92791.6
816.3,92949.6
816.4,93107.7
816.5,93266.0
816.6,93424.5
816.7,93583.1
816.8,93741.8
816.9,93900.7
817.0,94059.7
817.1,94218.9
817.2,94378.2
817.3,94537.6
817.4,94697.2
817.5,94856.9
817.6,95016.8
817.7,95176.8
817.8,95336.9
817.9,95497.2
818.0,95657.7
818.1,95818.3
818.2,95979.0
818.3,96139.9
818.4,96301.0
818.5,96462.2
818.6,96623.5
818.7,96785.0
818.8,96946.7
818.9,97108.5
819.0,97270.4
819.1,97432.6
819.2,97594.9
819.3,97757.3
819.4,97919.9
819.5,98082.7
819.6,98245.6
819.7,98408.7
819.8,98571.9
819.9,98735.2
820.0,98898.7
820.1,99062.4
820.2,99226.2
820.3,99390.1
820.4,99554.2
820.5,99718.5
820.6,99882.8
820.7,100047.3
820.8,100212.0
820.9,100376.8
821.0,100541.7
821.1,100706.8
821.2,100872.0
821.3,101037.4
821.4,101202.9
821.5,101368.6
821.6,101534.4
821.7,101700.3
821.8,101866.4
821.9,102032.6
822.0,102199.0
822.1,102365.5
822.2,102532.1
822.3,102698.9
822.4,102865.9
822.5,103033.0
822.6,103200.2
822.7,103367.5
822.8,103535.0
822.9,103702.6
823.0,103870.4
823.1,104038.3
823.2,104206.3
823.3,104374.4
823.4,104542.7
823.5,104711.1
823.6,104879.6
823.7,105048.3
823.8,105217.1
823.9,105386.0
824.0,105555.1
824.1,105724.3
824.2,105893.6
824.3,106063.1
824.4,106232.7
824.5,106402.4
824.6,106572.3
824.7,106742.5
824.8,106912.7
